img_paths,id,label,cell_type,patient,height,width,mean_brightness
"../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Blast, no lineage spec/BL_13884235.jpg",13884235,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,192.01906948270585
"../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Blast, no lineage spec/BL_13884356.jpg",13884356,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,180.1279741863075
"../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Blast, no lineage spec/BL_13884201.jpg",13884201,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,197.7219901030507
"../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Blast, no lineage spec/BL_13884258.jpg",13884258,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,193.28379757167636
"../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Blast, no lineage spec/BL_13884253.jpg",13884253,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,202.27211253953678
"../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Blast, no lineage spec/BL_13884288.jpg",13884288,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,189.53891694725027
"../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Blast, no lineage spec/BL_13884249.jpg",13884249,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,198.4874273033364
"../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Blast, no lineage spec/BL_13884208.jpg",13884208,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,190.8988725640241
"../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Blast, no lineage spec/BL_13884246.jpg",13884246,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,191.55459136822773
"../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Blast, no lineage spec/BL_13884304.jpg",13884304,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,197.24807417610447
"../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Blast, no lineage spec/BL_13884212.jpg",13884212,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,196.11187633914906
"../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Blast, no lineage spec/BL_13884315.jpg",13884315,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,174.1797724721967
"../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Blast, no lineage spec/BL_13884283.jpg",13884283,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,183.3951535557596
"../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Blast, no lineage spec/BL_13884277.jpg",13884277,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,204.87664779104173
"../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Blast, no lineage spec/BL_13884221.jpg",13884221,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,195.49820426487094
"../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Blast, no lineage spec/BL_13884316.jpg",13884316,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,169.54564585246405
"../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Blast, no lineage spec/BL_13884255.jpg",13884255,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,203.9363406795225
"../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Blast, no lineage spec/BL_13884339.jpg",13884339,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,189.51777369656156
"../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Blast, no lineage spec/BL_13884329.jpg",13884329,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,193.57775227017652
"../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Blast, no lineage spec/BL_13884305.jpg",13884305,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,180.4284715845322
"../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Blast, no lineage spec/BL_13884223.jpg",13884223,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,174.2455259667381
"../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Blast, no lineage spec/BL_13884289.jpg",13884289,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,201.55913172125292
"../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Blast, no lineage spec/BL_13884229.jpg",13884229,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,184.05977706356495
"../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Blast, no lineage spec/BL_13884302.jpg",13884302,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,203.28227476788084
"../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Blast, no lineage spec/BL_13884263.jpg",13884263,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,202.08766962554841
"../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Blast, no lineage spec/BL_13884220.jpg",13884220,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,182.5327160493827
"../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Blast, no lineage spec/BL_13884338.jpg",13884338,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,188.72168401183552
"../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Blast, no lineage spec/BL_13884257.jpg",13884257,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,184.09942352821142
"../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Blast, no lineage spec/BL_13884271.jpg",13884271,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,196.40234159779615
"../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Blast, no lineage spec/BL_13884291.jpg",13884291,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,184.91976328946026
"../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Blast, no lineage spec/BL_13884254.jpg",13884254,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,197.80705540250995
"../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Blast, no lineage spec/BL_13884244.jpg",13884244,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,195.42834659728598
../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Promyelocyte/PMY_13884202.jpg,13884202,IG,Promyelocyte,PBC_dataset_APL_AML,363,360,191.34216406489134
../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Smudge cells/SMU_13884248.jpg,13884248,SMU,Smudge cells,PBC_dataset_APL_AML,363,360,210.06008315478013
../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Smudge cells/SMU_13884259.jpg,13884259,SMU,Smudge cells,PBC_dataset_APL_AML,363,360,212.73884807672687
../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Smudge cells/SMU_13884260.jpg,13884260,SMU,Smudge cells,PBC_dataset_APL_AML,363,360,205.04246505458627
../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Smudge cells/SMU_13884300.jpg,13884300,SMU,Smudge cells,PBC_dataset_APL_AML,363,360,193.67374247525763
../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Smudge cells/SMU_13884319.jpg,13884319,SMU,Smudge cells,PBC_dataset_APL_AML,363,360,203.48600908070605
../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Smudge cells/SMU_13884282.jpg,13884282,SMU,Smudge cells,PBC_dataset_APL_AML,363,360,205.9610422405877
../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Smudge cells/SMU_13884270.jpg,13884270,SMU,Smudge cells,PBC_dataset_APL_AML,363,360,205.65835373941434
../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Smudge cells/SMU_13884351.jpg,13884351,SMU,Smudge cells,PBC_dataset_APL_AML,363,360,203.98116008570554
../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Myelocyte/MY_13884222.jpg,13884222,IG,Myelocyte,PBC_dataset_APL_AML,363,360,192.03206815631057
../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Lymphocyte/LY_13884353.jpg,13884353,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,204.05409907152332
../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Lymphocyte/LY_13884340.jpg,13884340,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,189.97586980920315
../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Lymphocyte/LY_13884342.jpg,13884342,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,208.26697530864197
../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Lymphocyte/LY_13884286.jpg,13884286,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,210.90473166003468
../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Lymphocyte/LY_13884303.jpg,13884303,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,204.18246097337007
../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Lymphocyte/LY_13884274.jpg,13884274,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,206.81680950923376
../../data/PBC_dataset_APL_AML/Patient_57/Signed slides/Lymphocyte/LY_13884350.jpg,13884350,LY,Lymphocyte,PBC_dataset_APL_AML,363,360,196.76676359555148
../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Segmented neutrophils/SNE_13336800.jpg,13336800,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,187.66157534945413
../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Segmented neutrophils/SNE_13336807.jpg,13336807,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,200.4528389960208
../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Segmented neutrophils/SNE_13336862.jpg,13336862,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,189.35522650749922
../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Segmented neutrophils/SNE_13336832.jpg,13336832,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,190.91706203448626
../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Segmented neutrophils/SNE_13336749.jpg,13336749,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,189.53202479338842
../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Segmented neutrophils/SNE_13336809.jpg,13336809,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,188.37145444342414
../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Segmented neutrophils/SNE_13336738.jpg,13336738,SNE,Segmented neutrophils,PBC_dataset_APL_AML,363,360,201.4807698194062
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336746.jpg",13336746,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,181.8669880624426
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336855.jpg",13336855,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,189.55440261197836
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336825.jpg",13336825,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,179.0551270278543
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336808.jpg",13336808,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,193.79468931741658
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336796.jpg",13336796,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,173.30275482093663
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336821.jpg",13336821,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,179.60515763697583
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336863.jpg",13336863,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,190.18526936026936
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336755.jpg",13336755,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,187.2411998775635
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336859.jpg",13336859,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,187.3704315886134
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336840.jpg",13336840,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,174.3853127231915
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336739.jpg",13336739,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,184.2747398224671
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336836.jpg",13336836,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,192.38010407101316
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336839.jpg",13336839,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,178.40351749821446
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336844.jpg",13336844,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,174.71204979083768
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336841.jpg",13336841,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,175.99742628303235
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336770.jpg",13336770,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,179.73721559024588
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336732.jpg",13336732,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,190.57293388429753
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336861.jpg",13336861,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,185.04914039383738
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336812.jpg",13336812,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,192.09469952045708
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336799.jpg",13336799,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,185.12152586470768
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336767.jpg",13336767,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,189.22611978369554
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336761.jpg",13336761,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,190.4450642791552
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336760.jpg",13336760,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,184.24683705744312
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336834.jpg",13336834,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,186.99458983777166
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336733.jpg",13336733,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,178.11706713600654
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336823.jpg",13336823,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,183.22511733496583
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336769.jpg",13336769,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,189.82816039179676
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336772.jpg",13336772,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,187.2983369043975
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336827.jpg",13336827,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,187.4388684828079
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336729.jpg",13336729,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,185.91972502805837
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336860.jpg",13336860,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,188.07526782981327
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336747.jpg",13336747,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,169.79839812264055
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336826.jpg",13336826,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,181.80106111621262
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336778.jpg",13336778,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,173.14218702173247
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336828.jpg",13336828,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,183.63674880114274
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336817.jpg",13336817,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,178.22169421487604
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336757.jpg",13336757,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,181.39091674318948
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336811.jpg",13336811,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,193.89094990307112
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336740.jpg",13336740,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,177.59927048260383
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336753.jpg",13336753,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,179.15312978267525
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336763.jpg",13336763,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,178.78475155596368
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336848.jpg",13336848,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,169.04487807366596
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336758.jpg",13336758,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,181.2569253137435
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336816.jpg",13336816,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,183.49195745332108
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336833.jpg",13336833,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,193.50939700030608
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336801.jpg",13336801,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,177.7629298030813
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336797.jpg",13336797,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,190.81802877257422
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336843.jpg",13336843,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,174.60731813080298
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336731.jpg",13336731,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,175.32470666258544
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336851.jpg",13336851,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,182.75821344760737
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336727.jpg",13336727,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,190.07157687991022
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336765.jpg",13336765,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,179.2996556473829
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336830.jpg",13336830,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,186.2887843077237
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336754.jpg",13336754,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,180.33583562901745
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336730.jpg",13336730,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,185.87953525150496
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336852.jpg",13336852,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,179.98657790021426
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336837.jpg",13336837,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,182.40900163248648
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336737.jpg",13336737,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,191.7663529231711
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336735.jpg",13336735,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,186.62827517600246
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336745.jpg",13336745,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,182.83410876441178
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336776.jpg",13336776,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,178.9244617896133
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336728.jpg",13336728,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,191.63340985613712
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336741.jpg",13336741,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,178.35770839710233
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336820.jpg",13336820,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,182.80317059483727
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336744.jpg",13336744,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,187.05839200081624
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336742.jpg",13336742,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,188.32775482093663
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336813.jpg",13336813,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,189.0036832976227
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336781.jpg",13336781,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,170.31593459851035
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336762.jpg",13336762,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,183.69330680542802
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336734.jpg",13336734,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,177.56186358534845
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336756.jpg",13336756,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,194.02066625854505
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336773.jpg",13336773,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,181.16989847974696
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336803.jpg",13336803,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,179.62489796959494
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336723.jpg",13336723,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,176.50262983369043
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336743.jpg",13336743,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,180.50679522497705
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336775.jpg",13336775,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,199.86552137536987
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336818.jpg",13336818,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,185.45430313233342
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336736.jpg",13336736,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,187.42681359044997
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336725.jpg",13336725,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,178.6266554433221
"../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Blast, no lineage spec/BL_13336853.jpg",13336853,BL,"Blast, no lineage spec",PBC_dataset_APL_AML,363,360,180.35499438832773
../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Smudge cells/SMU_13336766.jpg,13336766,SMU,Smudge cells,PBC_dataset_APL_AML,363,360,194.21296296296296
../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Smudge cells/SMU_13336845.jpg,13336845,SMU,Smudge cells,PBC_dataset_APL_AML,363,360,196.8855729007244
../../data/PBC_dataset_APL_AML/Patient_32/10026417885/Signed slides/Smudge cells/SMU_13336794.jpg,13336794,SMU,Smudge cells,PBC_dataset_APL_AML,363,360,173.20200489745943
