,label,origin,UMAP_1,UMAP_2,UMAP_3
7448,BNE,barcelone,12.779139,-6.5394635,26.099054
31659,BNE,munich,13.919623,-9.546111,23.902143
7440,BNE,barcelone,14.549693,-9.393513,27.33001
6183,BNE,barcelone,14.174182,-6.4637003,26.084536
7054,BNE,barcelone,14.862615,-7.4429264,26.535786
6950,BNE,barcelone,16.093987,-7.8178678,26.017015
6653,BNE,barcelone,13.351048,-6.6854706,26.010817
6645,BNE,barcelone,15.879873,-6.697066,25.846941
7261,BNE,barcelone,15.1179285,-6.8155932,27.516459
7408,BNE,barcelone,13.344135,-7.1481676,25.864916
6167,BNE,barcelone,13.919305,-8.193971,26.972301
7055,BNE,barcelone,15.405722,-6.350552,27.33928
6873,BNE,barcelone,12.724927,-6.6425104,26.397081
7284,BNE,barcelone,14.896297,-8.484432,27.711779
7127,BNE,barcelone,13.475798,-7.143475,25.822834
7038,BNE,barcelone,13.450274,-5.7468047,27.013712
6379,BNE,barcelone,12.864148,-6.2842584,27.06152
6850,BNE,barcelone,14.123914,-6.8485575,28.024002
7289,BNE,barcelone,16.645899,-7.608488,26.722694
7182,BNE,barcelone,14.253402,-8.267046,27.434341
7063,BNE,barcelone,13.844319,-7.9026327,27.00598
6226,BNE,barcelone,13.1613455,-6.5162535,27.562744
5996,BNE,barcelone,14.609405,-8.659469,27.560581
6844,BNE,barcelone,13.928092,-7.4349484,27.901485
6552,BNE,barcelone,15.988138,-8.056198,27.824503
6623,BNE,barcelone,14.422914,-6.0630064,26.59365
6013,BNE,barcelone,13.059621,-6.7890325,25.84505
6021,BNE,barcelone,13.264177,-6.8134255,25.399319
7313,BNE,barcelone,13.55198,-6.3288774,27.387972
7375,BNE,barcelone,15.278754,-6.7033477,26.392706
7004,BNE,barcelone,13.226984,-9.1803055,25.590067
7302,BNE,barcelone,15.036174,-7.0606003,27.78556
5855,BNE,barcelone,13.848814,-7.3075957,26.3907
6257,BNE,barcelone,13.872962,-7.496532,27.836084
7287,BNE,barcelone,13.144308,-6.5298476,27.216452
6930,BNE,barcelone,14.8000765,-6.461682,27.688728
5889,BNE,barcelone,15.43031,-6.8071127,27.729557
5973,BNE,barcelone,16.242178,-7.9696345,27.615162
6641,BNE,barcelone,13.370924,-6.1331444,27.521065
5981,BNE,barcelone,15.520755,-5.9265895,27.41274
6356,BNE,barcelone,12.760674,-7.5118237,24.90482
5834,BNE,barcelone,14.330806,-6.889264,27.735954
7419,BNE,barcelone,16.303864,-6.410038,26.709814
31628,BNE,munich,13.041738,-8.069392,23.738558
6614,BNE,barcelone,13.084707,-6.227236,26.620893
31677,BNE,munich,13.784164,-8.495584,23.990555
6769,BNE,barcelone,14.7464485,-7.148244,25.72691
6120,BNE,barcelone,15.041598,-6.1185884,27.25835
6594,BNE,barcelone,14.107736,-6.6316843,26.697546
6272,BNE,barcelone,12.7558975,-6.658867,26.41771
7285,BNE,barcelone,14.458719,-7.127186,27.737434
7386,BNE,barcelone,13.168226,-6.8289833,25.53163
6565,BNE,barcelone,14.401928,-6.7869096,27.893055
7425,BNE,barcelone,13.747992,-7.4281306,26.246239
6271,BNE,barcelone,13.957976,-7.023382,27.53821
6748,BNE,barcelone,13.647835,-5.3144045,26.572815
6517,BNE,barcelone,16.439705,-7.917473,27.75252
6007,BNE,barcelone,14.534585,-8.053451,26.994028
31610,BNE,munich,13.708519,-8.074794,22.970764
6652,BNE,barcelone,12.688189,-6.368511,26.353365
6920,BNE,barcelone,13.449461,-6.8295145,25.278912
7111,BNE,barcelone,13.714787,-6.5406165,27.130552
7314,BNE,barcelone,16.505476,-8.40732,27.366287
6636,BNE,barcelone,12.6111355,-6.9535017,26.366219
7108,BNE,barcelone,12.829545,-8.132679,27.721193
5843,BNE,barcelone,13.507411,-6.5336967,27.889343
7446,BNE,barcelone,14.448911,-5.1717267,26.39372
6002,BNE,barcelone,14.891407,-6.8023467,28.119822
6237,BNE,barcelone,14.248813,-5.6941915,25.36685
7069,BNE,barcelone,14.762573,-6.6976023,26.701542
7215,BNE,barcelone,14.0704,-6.238249,26.983286
6682,BNE,barcelone,12.2466,-5.3437533,26.561537
6900,BNE,barcelone,15.4536085,-7.236545,26.53135
7144,BNE,barcelone,13.117772,-5.8576145,26.064878
6624,BNE,barcelone,13.318004,-6.901385,26.581396
7194,BNE,barcelone,13.044675,-7.2155867,26.900343
6610,BNE,barcelone,13.164766,-7.5758266,25.170639
31669,BNE,munich,14.577452,-10.253972,24.680994
7198,BNE,barcelone,15.628307,-6.7030687,27.531187
5892,BNE,barcelone,14.962999,-7.8166084,27.070919
6336,BNE,barcelone,12.469375,-6.0222464,27.073675
7293,BNE,barcelone,13.534659,-7.3049235,27.436098
31660,BNE,munich,15.777203,-7.931372,27.53854
6949,BNE,barcelone,12.852801,-7.50104,26.320538
5890,BNE,barcelone,14.999434,-6.2251434,27.23096
6280,BNE,barcelone,15.477655,-7.11821,25.383139
6668,BNE,barcelone,12.471503,-5.2579007,26.805695
6083,BNE,barcelone,14.353275,-6.5470123,27.250757
5955,BNE,barcelone,13.905024,-5.421589,27.090288
6224,BNE,barcelone,14.07845,-7.0711117,27.828068
6366,BNE,barcelone,11.992961,-5.336359,26.777277
6154,BNE,barcelone,14.227414,-5.7204976,26.250195
5953,BNE,barcelone,13.658519,-7.4755135,26.405333
7057,BNE,barcelone,15.67084,-7.4659,27.448889
6092,BNE,barcelone,14.21078,-7.014578,28.003927
2815,EO,barcelone,16.089382,-7.61614,26.670992
4962,EO,raabin,12.688007,-10.223108,19.431606
3496,EO,barcelone,15.064338,-9.428433,26.855726
4698,EO,barcelone,15.1264305,-9.248235,25.437504
1787,EO,raabin,11.919655,-10.735756,20.083357
3962,EO,barcelone,14.941168,-5.960755,27.238762
2793,EO,barcelone,17.197615,-7.606539,26.251085
3440,EO,barcelone,15.488539,-6.4030623,27.592157
5318,EO,barcelone,16.381668,-9.0426445,26.875704
4002,EO,barcelone,14.990303,-9.557737,28.087502
3744,EO,barcelone,16.439676,-7.167878,26.448944
31178,EO,munich,16.281307,-9.365979,25.433352
3453,EO,barcelone,14.655576,-6.4024043,26.325968
3669,EO,barcelone,15.380562,-6.511979,27.496073
3189,EO,barcelone,16.227009,-6.423663,27.299833
5175,EO,barcelone,16.785591,-6.97508,27.626781
5218,EO,barcelone,15.957004,-6.563187,27.621155
3666,EO,barcelone,14.379565,-7.636039,25.002535
2118,EO,barcelone,13.666409,-7.9753165,28.340073
3405,EO,barcelone,17.09655,-6.7045774,26.891405
2632,EO,barcelone,16.785873,-9.083877,26.820786
3207,EO,raabin,12.636014,-10.978782,19.847296
1819,EO,barcelone,15.931499,-5.9127483,26.828592
4195,EO,barcelone,17.143383,-7.421584,25.93734
1937,EO,barcelone,15.616254,-7.8473845,27.637506
5499,EO,barcelone,16.321585,-8.495966,25.752502
3682,EO,barcelone,15.497979,-7.775944,28.271053
5767,EO,barcelone,16.535763,-7.424351,25.868444
3054,EO,barcelone,16.169054,-8.505266,27.976555
4723,EO,barcelone,16.256226,-9.667708,27.541584
2120,EO,barcelone,14.984842,-9.6004,27.303957
1769,EO,raabin,12.559946,-10.201771,19.758444
5511,EO,barcelone,15.610916,-8.773721,28.263437
1965,EO,barcelone,15.493725,-9.960641,26.222565
2545,EO,barcelone,16.650303,-6.7046905,27.07353
31421,EO,munich,15.208785,-8.897145,23.19724
1868,EO,raabin,12.531686,-10.389192,20.270388
5459,EO,barcelone,16.051954,-8.130177,27.283438
5104,EO,raabin,12.412411,-10.3691635,20.3824
31335,EO,munich,16.23057,-9.822044,24.900797
4186,EO,raabin,12.36036,-10.330629,19.576685
1679,EO,barcelone,12.497367,-9.213419,26.425806
2322,EO,barcelone,16.16097,-8.184178,27.8161
3643,EO,barcelone,17.125847,-8.450921,26.957962
4200,EO,barcelone,17.068092,-9.217483,26.573912
2576,EO,raabin,12.521545,-10.54078,19.01471
31476,EO,munich,14.18155,-10.348421,26.233717
1964,EO,barcelone,13.924331,-5.974593,25.409489
4824,EO,barcelone,14.236421,-7.7278056,28.394146
4740,EO,barcelone,16.478254,-6.651021,26.982513
4578,EO,barcelone,15.806699,-5.8142242,26.341684
2508,EO,barcelone,14.577128,-8.251161,28.290846
5484,EO,raabin,12.936323,-10.825821,19.53563
3921,EO,barcelone,16.655746,-7.8554325,27.754015
2578,EO,barcelone,17.28116,-8.02946,26.642138
3918,EO,barcelone,15.940096,-7.494352,28.055243
31411,EO,munich,15.610616,-9.278065,27.032562
2159,EO,barcelone,16.307024,-9.706214,25.509802
3148,EO,barcelone,16.887547,-6.899084,26.492228
5588,EO,barcelone,16.952934,-8.34791,27.829777
2849,EO,barcelone,14.356118,-7.9332056,27.956064
4161,EO,barcelone,15.686068,-6.5400305,26.983995
4090,EO,barcelone,16.234568,-5.9797153,27.304049
5562,EO,barcelone,17.127735,-9.157943,26.628849
2802,EO,barcelone,15.835256,-6.928085,26.450216
3296,EO,barcelone,15.938346,-8.126134,26.869877
4042,EO,barcelone,15.971246,-7.733248,25.345697
5056,EO,raabin,12.858618,-11.068629,19.60441
2913,EO,barcelone,15.441189,-8.558636,25.707516
4702,EO,raabin,12.637,-10.42552,19.854753
4036,EO,raabin,12.43572,-10.801076,19.219793
4798,EO,barcelone,14.579118,-8.757094,24.483294
3761,EO,barcelone,15.271197,-8.518321,28.428297
31437,EO,munich,12.849876,-9.733318,24.151228
3374,EO,raabin,12.661817,-10.106537,19.986948
4716,EO,barcelone,16.609098,-8.400596,27.353722
3259,EO,barcelone,16.232332,-8.780716,24.98552
4731,EO,raabin,13.2138195,-11.32907,19.512903
5449,EO,barcelone,15.542769,-9.373795,25.31671
4260,EO,barcelone,13.454954,-6.256027,25.702799
2164,EO,raabin,13.278031,-10.735039,20.176815
4976,EO,raabin,13.266146,-11.395706,19.965147
4225,EO,barcelone,15.541015,-5.7893677,26.836998
3386,EO,raabin,12.418872,-10.2991295,19.471779
4466,EO,barcelone,15.226103,-9.334041,26.51564
2573,EO,barcelone,15.959191,-8.158236,27.124222
3978,EO,barcelone,16.84223,-8.143401,26.674534
4847,EO,barcelone,14.327185,-5.05627,26.348768
2991,EO,raabin,12.286308,-10.685186,20.24391
31272,EO,munich,14.179859,-9.47924,23.431765
3897,EO,barcelone,15.427913,-9.959147,26.660902
2699,EO,barcelone,15.736992,-5.424801,26.186087
1995,EO,raabin,13.462484,-10.989182,20.213398
3450,EO,barcelone,16.228699,-6.6978984,27.281986
31394,EO,munich,13.673141,-9.62041,23.678118
1909,EO,barcelone,14.168466,-5.7819853,25.535872
2317,EO,barcelone,16.629416,-8.981314,25.82753
31553,EO,munich,14.653501,-10.443898,26.54032
1906,EO,raabin,12.205757,-11.174863,19.609226
2856,EO,barcelone,16.699337,-7.6634974,27.637741
2809,EO,barcelone,16.450392,-7.1275005,27.808361
3730,EO,barcelone,16.009796,-7.475884,27.394299
5139,EO,barcelone,14.336729,-9.304212,25.885645
5814,EO,barcelone,13.933,-7.91561,28.39743
3141,EO,raabin,12.813761,-10.881147,19.25911
2844,EO,raabin,12.325389,-11.456501,19.973577
2103,EO,barcelone,13.4061985,-4.7644773,26.106056
4753,EO,raabin,12.961113,-10.714668,19.778532
1879,EO,barcelone,16.6149,-8.653318,27.501747
3979,EO,raabin,12.871293,-10.299023,20.02541
2829,EO,raabin,12.255742,-10.296376,20.099957
4696,EO,barcelone,16.964716,-7.584918,27.25617
3968,EO,barcelone,14.413484,-5.8975444,25.835619
3216,EO,barcelone,15.72674,-9.641287,27.090986
2843,EO,raabin,12.597058,-10.330189,19.301222
3854,EO,barcelone,15.295895,-5.717261,27.61342
31550,EO,munich,13.692157,-10.54523,24.973507
5800,EO,barcelone,15.9564295,-8.195802,26.423382
3481,EO,barcelone,14.549939,-9.820067,26.131046
4998,EO,barcelone,15.877896,-6.238575,27.293667
1962,EO,barcelone,16.137814,-6.9707375,27.881329
4398,EO,barcelone,15.742704,-9.877162,24.74334
4448,EO,barcelone,16.4451,-6.61011,26.841377
3990,EO,barcelone,15.547292,-7.653716,26.712473
1668,EO,barcelone,16.730963,-6.968148,27.027529
5080,EO,barcelone,16.507536,-9.608528,26.93602
2579,EO,barcelone,15.8020935,-9.215965,26.930765
2626,EO,barcelone,16.213167,-8.602021,27.759108
3680,EO,barcelone,15.822892,-6.52388,26.501362
4402,EO,raabin,12.70916,-11.378572,19.808449
1835,EO,barcelone,15.942622,-8.801305,27.7608
3906,EO,barcelone,16.032965,-7.905648,25.568476
5335,EO,barcelone,14.177248,-8.901822,28.13561
5400,EO,barcelone,15.892105,-8.186503,26.548967
4888,EO,raabin,12.982262,-11.047532,19.815742
4400,EO,barcelone,16.51127,-7.609974,27.343943
5097,EO,barcelone,14.947606,-9.366328,27.742023
4174,EO,raabin,12.583958,-11.28743,19.96311
5680,EO,barcelone,15.94843,-6.285699,27.109186
5486,EO,barcelone,16.40948,-8.115522,27.893091
2948,EO,barcelone,16.396626,-8.410606,26.940556
2985,EO,barcelone,12.569646,-6.292538,25.471619
5305,EO,barcelone,14.590629,-9.159027,28.15042
2506,EO,barcelone,13.856391,-9.254689,26.65812
5166,EO,raabin,13.365216,-11.142408,19.76577
2692,EO,barcelone,15.962541,-8.157964,27.85203
3443,EO,barcelone,15.997197,-8.692695,26.30659
2342,EO,barcelone,14.1904125,-8.751699,28.061037
4589,EO,barcelone,16.098827,-5.8625493,26.672384
5784,EO,barcelone,15.755498,-9.156628,26.11964
2733,EO,barcelone,16.743132,-7.832755,27.738506
2157,EO,raabin,13.4310055,-10.913088,19.47456
4130,EO,barcelone,16.10752,-8.538475,25.823715
3773,EO,raabin,12.280942,-10.836335,20.372274
5254,EO,raabin,11.924896,-10.745002,19.146343
4403,EO,barcelone,14.386876,-8.006313,27.19914
5756,EO,barcelone,16.238937,-5.9290104,26.2704
3306,EO,barcelone,16.720224,-6.8654137,27.327124
31320,EO,munich,15.218251,-8.936092,27.554253
31230,EO,munich,15.068906,-10.277008,25.069565
1991,EO,barcelone,15.753803,-8.075063,27.545837
5332,EO,barcelone,15.147162,-6.230814,26.70447
3924,EO,barcelone,16.20351,-6.173605,27.054447
4452,EO,raabin,12.608845,-11.00303,19.57067
5750,EO,barcelone,15.207354,-7.136177,26.063324
2412,EO,barcelone,16.98004,-8.329232,26.788658
2651,EO,barcelone,14.466335,-9.449045,27.137436
3286,EO,barcelone,16.597937,-7.629055,26.453913
3983,EO,barcelone,17.103958,-7.738134,27.114044
3029,EO,barcelone,16.484396,-6.6387296,26.555387
5576,EO,barcelone,16.29792,-6.369853,27.253677
3872,EO,raabin,12.719578,-10.33285,19.552128
4367,EO,barcelone,16.499733,-7.318991,26.530653
1776,EO,barcelone,14.473975,-7.9035053,28.369814
31257,EO,munich,16.461666,-9.434049,25.231182
5571,EO,barcelone,15.776638,-8.220834,28.21685
3309,EO,raabin,12.674761,-10.636701,19.827736
3798,EO,barcelone,16.474901,-7.686709,25.805647
3051,EO,barcelone,15.508389,-9.7881155,25.870426
3915,EO,barcelone,15.211903,-10.182567,25.964
4003,EO,barcelone,15.200179,-8.892447,28.133553
4143,EO,raabin,12.432143,-11.430895,19.845081
3383,EO,barcelone,14.561049,-8.678712,28.274555
4768,EO,barcelone,16.800808,-8.589047,27.370087
3562,EO,raabin,12.962208,-11.150408,19.217659
4516,EO,raabin,13.18494,-10.792835,19.518213
1867,EO,barcelone,14.196547,-8.125135,27.962023
2966,EO,barcelone,15.890096,-8.739372,26.549845
2099,EO,raabin,12.254496,-10.599347,19.15645
4638,EO,barcelone,14.73197,-8.398462,26.774536
3873,EO,raabin,12.30376,-10.140782,19.864176
4803,EO,barcelone,16.469498,-6.9970365,27.61741
31292,EO,munich,15.130879,-10.192394,24.746353
5465,EO,raabin,12.547259,-10.660832,20.109459
5489,EO,barcelone,14.8386545,-5.6713123,26.572006
3901,EO,barcelone,16.689125,-9.718942,26.638264
1961,EO,barcelone,14.655569,-8.837083,28.493675
5639,EO,barcelone,15.57183,-8.17803,27.535452
4368,EO,barcelone,15.784807,-6.9937596,27.705185
4700,EO,barcelone,16.352179,-7.1139965,27.529312
2258,EO,raabin,12.328379,-10.997837,19.87967
2045,EO,raabin,12.303796,-11.3468895,19.862528
31164,EO,munich,14.35106,-9.730884,26.75899
2968,EO,barcelone,15.235826,-5.7249756,27.065176
5119,EO,barcelone,15.413896,-7.9584417,28.337784
2961,EO,barcelone,17.06047,-7.150256,26.481688
3707,EO,barcelone,15.903161,-9.290319,26.938372
3784,EO,barcelone,16.326897,-6.364445,27.333933
1885,EO,barcelone,15.108494,-8.626767,25.904894
2107,EO,barcelone,14.659191,-8.612425,27.15662
4472,EO,barcelone,15.575953,-9.557753,27.443958
5278,EO,barcelone,14.805212,-5.430354,26.466637
4338,EO,barcelone,15.908534,-6.70231,25.808384
3922,EO,raabin,12.730635,-11.270845,19.772255
1747,EO,barcelone,14.397256,-6.4126143,25.402792
3015,EO,barcelone,16.217388,-6.874838,27.506868
2394,EO,barcelone,15.418778,-7.558494,26.56536
2352,EO,barcelone,15.035338,-8.050349,26.064188
5773,EO,raabin,12.093417,-10.264764,20.26728
2522,EO,barcelone,15.085237,-9.228864,25.741215
31412,EO,munich,15.317859,-10.3376045,23.685629
3155,EO,barcelone,16.455206,-9.598961,26.418354
31304,EO,munich,14.479907,-10.862281,24.899342
1999,EO,barcelone,16.381102,-7.816881,27.596437
2046,EO,barcelone,13.771682,-9.273593,26.161333
3337,EO,barcelone,14.931301,-8.690744,27.381327
5477,EO,raabin,13.114785,-10.83055,19.977589
3060,EO,barcelone,16.629038,-8.953062,27.039747
4979,EO,raabin,12.390202,-10.38079,19.319534
3504,EO,barcelone,16.368738,-6.552434,26.643923
4575,EO,barcelone,16.127735,-7.130219,27.527004
5163,EO,barcelone,15.910224,-6.0977387,26.603302
3838,EO,raabin,12.40099,-10.667766,19.83472
4730,EO,raabin,12.561537,-11.350923,19.364748
4218,EO,barcelone,15.741055,-9.710289,27.081112
2431,EO,barcelone,15.522815,-7.6152883,26.308985
5070,EO,barcelone,15.778497,-6.0289373,26.24228
31157,EO,munich,14.074138,-10.729963,24.864275
31210,EO,munich,13.140348,-9.464636,24.177668
31318,EO,munich,14.316138,-10.478359,25.465267
3667,EO,raabin,12.752914,-11.029879,20.153109
4217,EO,raabin,11.949062,-10.825507,20.097033
3175,EO,barcelone,13.187198,-8.26586,28.091093
5674,EO,barcelone,17.023018,-7.449178,27.12463
31271,EO,munich,14.896933,-9.030746,24.476412
31484,EO,munich,15.131661,-10.374795,23.459162
3116,EO,barcelone,14.180095,-5.5727463,26.94766
4105,EO,barcelone,16.630629,-8.138742,27.208403
2839,EO,barcelone,14.959945,-8.94941,26.606783
4935,EO,barcelone,15.021649,-9.157513,25.854252
1948,EO,barcelone,15.844702,-6.05153,26.993616
3540,EO,barcelone,16.830961,-7.0880904,26.766577
1739,EO,barcelone,16.922808,-8.821004,26.890234
31293,EO,munich,15.586794,-10.536768,24.746307
5739,EO,barcelone,16.263456,-8.386796,27.664093
2473,EO,barcelone,16.03,-7.175976,26.289278
2845,EO,barcelone,16.423183,-7.6651373,27.49592
4554,EO,barcelone,15.8751,-6.9872174,27.261568
2400,EO,barcelone,16.877892,-7.0378323,26.460407
2427,EO,barcelone,16.524487,-7.3450375,27.700546
4942,EO,raabin,13.184026,-11.598951,19.662165
2992,EO,barcelone,15.964615,-9.475121,26.14025
2700,EO,barcelone,16.531998,-9.093,27.484182
1743,EO,barcelone,14.371206,-8.205144,25.927267
4000,EO,raabin,12.25022,-10.590824,20.151522
5793,EO,raabin,12.51245,-10.61598,19.608644
4145,EO,barcelone,13.560996,-9.165244,25.094381
2708,EO,barcelone,15.763428,-9.195288,28.153915
5196,EO,barcelone,16.06783,-7.584345,27.6488
4497,EO,barcelone,15.302966,-9.86214,27.394821
3099,EO,barcelone,16.362444,-7.3451276,27.449686
3414,EO,barcelone,16.510788,-8.742206,26.517971
3154,EO,raabin,12.504675,-10.101126,19.880817
2512,EO,raabin,12.5038185,-10.808173,19.107271
3829,EO,barcelone,14.479759,-8.141453,27.788164
5769,EO,barcelone,15.474864,-5.6468663,26.563372
4820,EO,barcelone,15.282541,-8.702966,25.38383
3084,EO,raabin,12.56831,-10.782921,20.021952
3889,EO,raabin,12.536195,-10.606498,19.707403
4504,EO,barcelone,16.377254,-6.7363987,26.296381
4440,EO,barcelone,14.31032,-7.98282,24.387619
4986,EO,barcelone,15.405726,-9.797516,26.13856
4485,EO,barcelone,16.924849,-8.0415125,25.864784
5740,EO,barcelone,16.978413,-8.599067,27.323944
4359,EO,barcelone,16.227465,-8.480185,27.645332
4258,EO,barcelone,16.807888,-9.035202,26.680012
5698,EO,barcelone,15.596065,-6.1351056,27.543152
3487,EO,barcelone,15.662237,-5.9796605,25.739983
2705,EO,raabin,13.042778,-11.359989,19.836021
2888,EO,raabin,12.822528,-10.975782,19.332657
2726,EO,raabin,12.968269,-11.068702,19.22205
4510,EO,raabin,12.306419,-10.6221695,19.8862
31443,EO,munich,14.198813,-9.928305,26.343294
31276,EO,munich,14.744909,-10.618962,25.746675
4994,EO,barcelone,16.10372,-8.439248,26.952694
3796,EO,barcelone,16.414762,-7.454389,27.852293
2321,EO,raabin,13.338781,-11.108731,19.435694
3087,EO,barcelone,15.914756,-6.586223,27.44855
5597,EO,barcelone,14.079161,-9.733607,27.49538
2063,EO,barcelone,16.106548,-8.358508,27.462141
22196,ERB,barcelone,11.72322,-6.371906,26.232544
21317,ERB,barcelone,9.993233,-6.3064346,25.156977
21570,ERB,barcelone,13.221695,-5.8838663,27.06268
21285,ERB,barcelone,14.676427,-8.701759,23.482307
21252,ERB,barcelone,11.366678,-6.032356,26.958967
21150,ERB,barcelone,10.264908,-5.858206,25.5865
21751,ERB,barcelone,11.141938,-5.679393,26.585762
21480,ERB,barcelone,11.948079,-5.486447,26.411432
22418,ERB,barcelone,11.296685,-5.665974,26.660355
22502,ERB,barcelone,11.834453,-6.102158,25.698025
22180,ERB,barcelone,11.708406,-6.2452383,26.232641
21876,ERB,barcelone,12.684405,-4.855997,25.951382
37629,ERB,munich,14.434011,-7.145232,27.39634
21188,ERB,barcelone,11.506277,-5.5738983,26.652325
21115,ERB,barcelone,10.050508,-5.9874988,25.6123
22111,ERB,barcelone,11.59078,-7.0044146,26.290098
37673,ERB,munich,12.7697,-6.1534266,24.871809
22152,ERB,barcelone,13.707795,-9.462038,26.586554
21281,ERB,barcelone,11.636082,-5.313479,25.825386
22083,ERB,barcelone,11.045686,-6.1566863,26.583092
21389,ERB,barcelone,11.144378,-5.5836444,26.609543
21465,ERB,barcelone,10.83999,-5.908702,26.461857
21942,ERB,barcelone,11.08684,-6.212976,26.042162
22359,ERB,barcelone,10.574896,-6.0799174,26.03202
22089,ERB,barcelone,13.452839,-7.136184,27.711561
22073,ERB,barcelone,11.489209,-5.925687,26.523087
21536,ERB,barcelone,16.57856,-7.3667808,26.709991
21755,ERB,barcelone,11.866135,-7.270137,25.724358
21493,ERB,barcelone,13.3720455,-5.1639314,26.65324
22177,ERB,barcelone,11.141658,-5.2937756,25.886564
21806,ERB,barcelone,11.398872,-5.1139097,26.180115
21912,ERB,barcelone,11.281,-5.741138,25.592121
22569,ERB,barcelone,11.597461,-5.4943495,26.337204
21362,ERB,barcelone,10.884514,-5.567827,25.747908
21947,ERB,barcelone,11.800522,-6.6205835,26.273573
22063,ERB,barcelone,9.833096,-5.713492,26.279545
22636,ERB,barcelone,10.390883,-6.376759,26.018206
22539,ERB,barcelone,10.388315,-6.2374597,26.701271
22639,ERB,barcelone,11.223203,-6.3015904,26.219383
22081,ERB,barcelone,12.135485,-5.110469,26.322605
37678,ERB,munich,13.65227,-8.614214,23.09545
21772,ERB,barcelone,11.105116,-7.205249,25.536604
21636,ERB,barcelone,12.505872,-6.6354947,26.056309
21900,ERB,barcelone,10.399335,-6.6171427,25.584862
22353,ERB,barcelone,12.498988,-5.9668436,25.69101
21245,ERB,barcelone,13.722552,-9.135105,25.931162
21411,ERB,barcelone,10.579554,-5.688376,25.117424
21851,ERB,barcelone,15.59877,-5.9812093,26.79954
22334,ERB,barcelone,11.168794,-6.155536,26.360033
21743,ERB,barcelone,11.108276,-5.0289426,25.891813
22413,ERB,barcelone,12.599216,-5.1700683,26.095152
21975,ERB,barcelone,12.124794,-5.716311,26.054739
21592,ERB,barcelone,10.953937,-6.2205677,25.927681
21288,ERB,barcelone,11.380974,-5.0718775,25.506445
21165,ERB,barcelone,11.119695,-5.102834,26.371347
21269,ERB,barcelone,12.614366,-6.645147,27.39679
21574,ERB,barcelone,12.455536,-7.316294,26.034678
22027,ERB,barcelone,11.968104,-5.8009567,26.720177
22061,ERB,barcelone,16.076298,-8.230328,27.596834
21535,ERB,barcelone,8.940975,-6.5273094,25.89576
22571,ERB,barcelone,11.094712,-5.7068777,26.72218
21875,ERB,barcelone,10.78152,-5.260886,25.759779
22040,ERB,barcelone,11.694469,-5.38334,26.617228
22093,ERB,barcelone,12.418212,-5.030081,25.90623
21927,ERB,barcelone,11.355826,-5.4546127,26.170477
21710,ERB,barcelone,11.324615,-5.729913,25.54902
21739,ERB,barcelone,12.524216,-7.858345,26.895443
22456,ERB,barcelone,16.805883,-7.272131,27.158522
22368,ERB,barcelone,13.485197,-8.766757,27.279827
21663,ERB,barcelone,12.527657,-5.711307,25.491875
22417,ERB,barcelone,11.834917,-6.524798,26.009033
22230,ERB,barcelone,11.691359,-6.823764,25.574284
21129,ERB,barcelone,13.212385,-7.675964,25.297771
22501,ERB,barcelone,15.435967,-7.5491743,27.388264
21558,ERB,barcelone,10.542342,-6.2451844,25.45965
22174,ERB,barcelone,12.147694,-6.028242,26.69932
21831,ERB,barcelone,11.18782,-6.0868964,26.295256
22330,ERB,barcelone,11.835419,-6.2353797,26.44225
21915,ERB,barcelone,11.609861,-5.958592,26.123184
21978,ERB,barcelone,11.016651,-6.1287427,25.657642
22341,ERB,barcelone,10.355566,-6.6102614,26.937317
37650,ERB,munich,12.961329,-5.838732,25.0977
21534,ERB,barcelone,11.754537,-5.4554358,25.904654
21358,ERB,barcelone,12.919125,-7.920807,25.84554
22546,ERB,barcelone,12.631144,-5.4415584,25.563704
21207,ERB,barcelone,12.716871,-9.352892,26.856583
21773,ERB,barcelone,11.047756,-6.067064,26.80504
37622,ERB,munich,14.717686,-8.743076,23.917849
22191,ERB,barcelone,12.647937,-7.4073853,25.284443
37634,ERB,munich,14.265611,-6.8168445,24.900915
21568,ERB,barcelone,10.574923,-6.4048676,26.215734
22573,ERB,barcelone,13.788388,-8.088051,25.122444
21741,ERB,barcelone,11.629498,-5.7734385,26.587831
21936,ERB,barcelone,11.419166,-6.0859184,26.428387
22376,ERB,barcelone,11.709333,-5.808415,26.102537
22013,ERB,barcelone,11.942717,-5.8747005,25.95557
22385,ERB,barcelone,11.979051,-5.001732,25.99259
22247,ERB,barcelone,13.874492,-6.148489,25.88888
22310,ERB,barcelone,10.96425,-5.900469,26.434969
22162,ERB,barcelone,11.330239,-5.2229443,26.469788
21113,ERB,barcelone,11.065862,-5.7218204,26.183039
21985,ERB,barcelone,11.930962,-5.355313,26.450624
21640,ERB,barcelone,10.129043,-6.136289,26.414936
22090,ERB,barcelone,13.237237,-6.076305,26.528543
21114,ERB,barcelone,10.247653,-6.514366,25.059528
21253,ERB,barcelone,11.20267,-6.4037905,26.361609
22370,ERB,barcelone,10.777386,-6.030006,25.791178
22399,ERB,barcelone,11.575078,-5.958878,26.484177
21752,ERB,barcelone,13.947892,-9.429517,26.781244
21524,ERB,barcelone,12.783765,-5.997961,26.278818
21351,ERB,barcelone,11.963078,-5.1333013,25.952473
21760,ERB,barcelone,11.148183,-6.502575,25.921265
22270,ERB,barcelone,10.987901,-4.959367,26.11991
